CustomerID,frequency,recency,T,monetary_value,pred_purchases_90d,prob_alive,pred_avg_order_value,CLV,CLV_Tier
12347,6.0,365.0,367.0,599.7016666666667,1.4250560610105094,1.0,691.7662390095502,3698.4397362726195,High
12348,3.0,283.0,358.0,301.48,0.7938336507730469,1.0,411.00354727615644,1224.0588805177363,Low
12352,6.0,260.0,296.0,368.25666666666666,1.7179693744184177,1.0,424.85935599122547,2738.342949054299,High
12356,2.0,303.0,325.0,269.90500000000003,0.6234287923003777,1.0,449.5573842121713,1051.4756636084949,Low
12358,1.0,149.0,150.0,683.2,0.7192053254259441,0.9999999997712645,3372.9900649857345,9101.127332674898,Platinum
12359,3.0,274.0,331.0,1941.6933333333334,0.8501749116333005,1.0,2644.788962200596,8435.805205958652,Platinum
12360,2.0,148.0,200.0,789.24,0.9358643542621791,1.0,1313.082306553407,4610.330814842989,Platinum
12362,9.0,292.0,295.0,527.4588888888889,2.5068772293302684,1.0,578.8321420436397,5443.935094965746,Platinum
12363,1.0,133.0,242.0,252.9,0.4921576946644753,0.9999999995212951,1251.4644186448488,2310.73434763666,Medium
12364,3.0,105.0,112.0,229.7266666666667,2.003593973404724,1.0,313.2836066959403,2354.9116638866517,Medium
12370,3.0,309.0,360.0,651.6233333333333,0.7899558336944019,1.0,887.8592435675085,2631.323020413974,High
12371,1.0,15.0,59.0,360.0,1.322838463621439,0.9999999994798345,1779.503918349959,8831.469977906472,Platinum
12372,2.0,225.0,296.0,449.41,0.6757687861035147,1.0,748.029548007917,1896.4618694536873,Medium
12375,1.0,88.0,98.0,227.20000000000002,0.9728881972866176,0.9999999997462132,1124.7546600788235,4105.32902740839,High
12377,1.0,39.0,354.0,626.6,0.35552277510126357,0.9999999974510372,3093.9327756924645,4126.725052580172,High
12379,1.0,89.0,170.0,392.40000000000003,0.6536510766523914,0.9999999995271789,1939.2469602775554,4755.611124384035,Platinum
12380,3.0,164.0,185.0,705.7533333333334,1.3796688795487668,1.0,961.5781934458944,4977.218517305529,Platinum
12381,4.0,115.0,119.0,144.14249999999998,2.4546895213998834,1.0,180.30927657539843,1660.5114464875614,Medium
12383,4.0,168.0,352.0,312.46,1.0299013750807753,1.0,390.52052612856204,1508.9218166426776,Medium
12384,1.0,93.0,121.0,292.58000000000004,0.8415888109092199,0.9999999996979532,1447.1003415981522,4569.04918220451,Platinum
12386,1.0,29.0,366.0,143.0,0.34525306463807637,0.9999999967662037,709.6199646990821,919.158911018609,Low
12388,5.0,311.0,326.0,469.872,1.3409570424599613,1.0,559.2164270437542,2813.3386969720655,High
12393,3.0,260.0,332.0,373.3666666666666,0.8479459557844592,1.0,508.90507280588514,1618.9453444180238,Medium
12394,1.0,154.0,217.0,891.4000000000001,0.5383396863468901,0.9999999996511957,4399.487019594549,8885.577760623175,Platinum
12395,10.0,352.0,371.0,267.253,2.2677783175776556,1.0,290.50416341488045,2471.611422651057,High
12397,1.0,100.0,135.0,1195.09,0.7777017325407829,0.9999999996826725,5896.782217217749,17205.02820940091,Platinum
12399,3.0,142.0,261.0,273.53333333333336,1.041888327566052,1.0,372.94334185831144,1457.7775735820417,Medium
12406,1.0,161.0,183.0,1794.05,0.6170907282586673,0.9999999997341256,8849.85914292618,20488.61556333249,Platinum
12407,4.0,215.0,264.0,370.455,1.3190675688162974,1.0,462.95031755153184,2291.018853264679,Medium
12408,3.0,228.0,260.0,683.6533333333333,1.0452555255488862,1.0,931.4804880641775,3652.779595434871,High
12409,2.0,104.0,182.0,2432.795,1.008655572661113,1.0,4045.9054433313063,15310.375949150239,Platinum
12412,2.0,95.0,169.0,356.19,1.0686882869109102,1.0,593.027876137833,2377.6799303910857,High
12413,2.0,271.0,337.0,139.425,0.6040687994756181,1.0,232.60160062915747,527.1404436618697,Low
12414,2.0,93.0,310.0,204.325,0.6494466966304484,1.0,340.51415699440577,829.6710163621561,Low
12415,15.0,313.0,337.0,7860.21,3.6318392902306194,1.0,8301.452217014601,113111.80405950035,Platinum
12417,8.0,354.0,357.0,419.72,1.903007813964293,1.0,466.30160365502206,3329.160358175655,High
12421,3.0,304.0,319.0,216.53,0.8778661805538918,1.0,295.3112363179288,972.6028193796574,Low
12422,2.0,229.0,324.0,282.53,0.6250982901045046,1.0,470.5496187901567,1103.5219368790886,Low
12423,7.0,353.0,353.0,231.6257142857143,1.6982780164227782,1.0,261.5435707092344,1666.4031218262494,Medium
12427,2.0,350.0,371.0,261.15,0.5552171864459149,1.0,434.9999969860118,906.1067986903943,Low
12428,6.0,258.0,283.0,497.8733333333334,1.7851536707418523,1.0,574.3358211869531,3846.526646308503,High
12429,3.0,356.0,365.0,822.9666666666667,0.7804250410969196,1.0,1121.2095225624382,3282.8059175605813,High
12431,13.0,338.0,373.0,471.47692307692313,2.896211134484057,1.0,502.3532519579458,5458.416497689982,Platinum
12432,2.0,130.0,172.0,871.33,1.0542089166177457,1.0,1449.5775569697898,5733.177340282001,Platinum
12433,5.0,373.0,373.0,2291.346,1.1917582803187083,1.0,2726.1799351105906,12189.051982347597,Platinum
12434,1.0,176.0,260.0,519.89,0.46352750244337476,0.9999999996241071,2567.8161088994457,4465.464697183745,Platinum
12435,1.0,188.0,267.0,3850.9000000000005,0.4532732129506919,0.9999999996413662,18990.83061788842,32294.69956323292,Platinum
12437,14.0,330.0,331.0,325.6221428571429,3.452541578164654,1.0,345.35328138687817,4473.3176478089,Platinum
12438,1.0,126.0,140.0,2016.78,0.7571735510949552,0.9999999997435542,9947.993949362399,28259.090592591543,Platinum
12444,4.0,150.0,171.0,783.8149999999999,1.8756034686021679,1.0,979.1944520906957,6890.285311696834,Platinum
12449,3.0,165.0,187.0,1069.4533333333334,1.3679976869753774,1.0,1456.896539478942,7477.239798151019,Platinum
12450,1.0,17.0,173.0,96.0,0.6448347499203747,0.999999998443011,477.89394708806276,1156.1314019884178,Low
12451,4.0,314.0,324.0,1529.0025,1.1071254413273202,1.0,1909.8570125873648,7932.771019864578,Platinum
12455,5.0,223.0,296.0,156.592,1.4574192273396922,1.0,186.51479759025736,1019.8235160170688,Low
12456,2.0,210.0,254.0,1120.435,0.7693091368568039,1.0,1863.777208023182,5379.25486108217,Platinum
12457,6.0,173.0,239.0,282.33,2.05748554294138,1.0,325.76704996536796,2514.6131445751184,High
12458,1.0,213.0,284.0,505.48,0.4301624923051774,0.9999999996676612,2496.769897968067,4029.3806214613965,High
12461,1.0,60.0,154.0,200.0,0.7050632565025955,0.9999999993904582,990.649390312446,2620.446474570295,High
12462,1.0,285.0,303.0,427.48,0.40697135966325476,0.9999999997533175,2112.2033155497797,3224.97833304383,High
12463,3.0,188.0,241.0,331.40333333333336,1.1136380521276645,1.0,451.7557495705261,1887.4479531380496,Medium
12464,6.0,299.0,309.0,166.35833333333332,1.655658626823922,1.0,192.0262646019332,1192.7753744847012,Low
12465,1.0,152.0,169.0,301.25,0.6566436702069601,0.9999999997418139,1489.8463963361846,3670.2740325720756,High
12468,1.0,129.0,316.0,508.95000000000005,0.3924932658107117,0.999999999288752,2513.878180544881,3701.720911110441,High
12471,19.0,362.0,364.0,919.138947368421,4.265428548402617,1.0,959.4427505372639,15353.5557793417,Platinum
12472,6.0,337.0,369.0,823.4683333333334,1.4182445031521724,1.0,949.8183184383581,5053.809696064006,Platinum
12473,3.0,162.0,191.0,1088.7866666666666,1.3452378348681233,1.0,1483.2263571582719,7485.722814396715,Platinum
12474,16.0,312.0,329.0,445.399375,3.946446834084053,1.0,468.8154238766215,6941.213166209653,Platinum
12476,9.0,346.0,361.0,755.9966666666667,2.1037470003889798,1.0,829.5798802347999,6547.551972243638,Platinum
12477,5.0,279.0,301.0,2172.7580000000003,1.4366240820138312,1.0,2585.098663297417,13933.091826833648,Platinum
12480,3.0,308.0,336.0,821.7933333333334,0.8391457952399065,1.0,1119.6115750067272,3524.78017031141,High
12481,7.0,343.0,365.0,776.7057142857144,1.6491028047757448,1.0,876.6761187747337,5423.930807450408,Platinum
12483,7.0,322.0,339.0,276.7742857142857,1.7594893643367053,1.0,312.49454264798527,2062.7961745692787,Medium
12484,5.0,304.0,336.0,680.61,1.3061652105734574,1.0,809.9263223060467,3968.906427277459,High
12488,2.0,66.0,75.0,372.635,1.8760690819522006,1.0,620.3718205049595,4366.4462925404105,Platinum
12490,9.0,324.0,329.0,505.96777777777777,2.281642934829265,1.0,555.2524627681812,4752.973666709426,Platinum
12492,1.0,42.0,105.0,136.82,0.9287871262223981,0.9999999994768176,679.1504585536331,2366.5158600952936,Medium
12493,1.0,32.0,197.0,201.24,0.5820320196238008,0.9999999986747974,996.7630129047368,2176.536855921773,Medium
12494,6.0,350.0,365.0,198.08333333333334,1.4319333638560408,1.0,228.6121526693201,1228.1441824164067,Low
12498,1.0,36.0,57.0,156.45,1.3476984867309327,0.9999999996779059,775.9330484622354,3923.23411034484,High
12500,9.0,310.0,333.0,434.76444444444445,2.2577778091133114,1.0,477.1293841305423,4041.518748090079,High
12502,4.0,214.0,309.0,776.655,1.1534586398454933,1.0,970.2523483474685,4198.6914722547945,High
12504,1.0,12.0,30.0,32.65,1.805851449942706,0.9999999996582354,165.55685739321,1121.6475970720965,Low
12507,2.0,164.0,298.0,429.325,0.6718786067743118,1.0,714.6331890773158,1801.362962002856,Medium
12508,1.0,3.0,29.0,123.08,1.8288785290675056,0.9999999995688647,611.4075759584117,4195.105732683732,High
12510,1.0,183.0,325.0,301.52,0.38305890988962454,0.9999999995148598,1491.177588352248,2142.99999637209,Medium
12516,1.0,103.0,180.0,728.86,0.6251599827673634,0.9999999995646283,3598.1094259244396,8439.034679656548,Platinum
12517,3.0,162.0,190.0,578.63,1.3508565019343894,1.0,788.450562956825,3995.8660298677614,High
12518,4.0,110.0,110.0,433.015,2.5932655916559684,1.0,541.0813245593945,5264.2532784826135,Platinum
12520,4.0,194.0,273.0,411.71,1.2822475838255567,1.0,514.47357033461,2474.925853676711,High
12522,1.0,12.0,51.0,103.32000000000001,1.4282198319738548,0.9999999995032973,513.984041745779,2754.0506841610368,High
12523,10.0,312.0,331.0,168.68200000000002,2.506226426698713,1.0,183.39467027545493,1724.3850516410655,Medium
12524,7.0,324.0,333.0,592.6185714285714,1.7870947583938537,1.0,668.9304791405297,4484.931349035306,Platinum
12526,2.0,94.0,94.0,398.17999999999995,1.6275362427917264,1.0,662.8468012807725,4047.352843524654,High
12527,2.0,244.0,325.0,108.095,0.6234287923003777,1.0,180.50760385067935,422.19160269803376,Low
12528,5.0,303.0,312.0,287.99,1.392900060133688,1.0,342.83581619001023,1791.5683342097989,Medium
12530,3.0,277.0,336.0,424.96000000000004,0.8391457952399065,1.0,579.1693690197933,1823.350841259812,Medium
12535,1.0,95.0,186.0,344.9,0.6092271268959709,0.9999999995056423,1705.0557722664184,3897.1314626692997,High
12536,1.0,16.0,59.0,8322.12,1.3228384636381236,0.9999999994924473,41035.46901071272,203654.2369280252,Platinum
12539,3.0,311.0,333.0,1284.1666666666667,0.8457286569549393,1.0,1749.311862926589,5550.415841099251,Platinum
12540,16.0,342.0,361.0,782.451875,3.6387488868937248,1.0,823.5415842469624,11242.550658505474,Platinum
12541,2.0,251.0,280.0,334.39,0.7085907271110541,1.0,556.7798988071332,1480.1517619817132,Medium
12545,1.0,184.0,259.0,372.24,0.4650303980874306,0.9999999996462572,1839.8512897448286,3209.89848940309,High
12546,1.0,31.0,77.0,401.3,1.134493763184772,0.9999999995334319,1983.126993399642,8440.727364182603,Platinum
12547,1.0,83.0,280.0,48.4,0.43538571638952717,0.999999999030394,243.20972499690268,397.26686927242463,Low
12552,1.0,1.0,39.0,120.0,1.6220455106332947,0.9999999994446107,596.2221262936896,3628.2596445821964,High
12553,9.0,321.0,329.0,332.4411111111111,2.281642934829265,1.0,364.861974133838,3123.2267685875536,High
12556,1.0,101.0,151.0,290.81,0.715616887325843,0.9999999996415134,1438.373638381737,3861.708869724491,High
12557,4.0,355.0,371.0,2842.7400000000002,0.98335746922885,1.0,3550.5800595661362,13098.994646246923,Platinum
12559,1.0,9.0,319.0,75.60000000000001,0.3892972642776584,0.9999999957305179,377.3149947632799,551.0774632469869,Low
12560,2.0,138.0,143.0,420.85,1.2130883997678163,1.0,700.541372202193,3188.2581061496744,High
12562,6.0,190.0,198.0,556.13,2.3984276738923413,1.0,641.5185441450534,5772.488488514735,Platinum
12567,8.0,347.0,369.0,984.2950000000001,1.8484312333608952,1.0,1093.3610613927704,7582.1807863380845,Platinum
12569,25.0,250.0,252.0,151.0404,7.641840341044104,1.0,156.05364566294128,4474.032276385859,Platinum
12571,1.0,82.0,121.0,271.26,0.8415888108744805,0.9999999996566749,1341.9854757371534,4237.161352213101,Platinum
12572,1.0,43.0,51.0,487.68,1.4282198323133384,0.9999999997409943,2409.009831723894,12908.05674482081,Platinum
12576,4.0,269.0,304.0,262.245,1.1697770289765965,1.0,327.80715469474137,1438.6288029366613,Medium
12577,1.0,324.0,359.0,461.91,0.35117039099897723,0.9999999997382656,2281.954949301852,3006.4375804811466,High
